Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades
05-04-2022;1069,00;1070,00;1048,00;1074,50;1044,00;1071,00;1065,211;178818;190464268;3228
04-04-2022;1039,00;1040,00;1043,50;1059,50;1038,50;1041,50;1043,939;136640;142652260,25;2268
01-04-2022;1034,00;1034,50;1025,50;1045,00;1019,50;1033,50;1033,978;170658;176461001,25;2825
31-03-2022;1027,00;1028,00;1015,00;1041,50;1010,00;1024,50;1025,544;248550;254898135,5;3821
30-03-2022;1011,00;1012,50;995,80;1013,50;991,80;1007,50;1003,357;158247;158775642,65;3030
29-03-2022;990,60;991,80;990,60;1003,00;985,40;991,20;994,485;180083;179129751,95;2878
28-03-2022;978,00;979,00;962,60;981,60;959,80;978,40;975,312;136734;133340662,9;2300
25-03-2022;968,00;968,60;963,00;980,20;957,00;964,80;967,739;91282;88347443,3;1796
24-03-2022;961,60;962,20;963,60;971,20;957,20;959,60;961,596;124201;119434430,8;2074
23-03-2022;961,40;962,40;967,80;981,00;956,60;964,60;964,011;179209;172767262,5;3043
22-03-2022;973,40;973,80;990,40;990,40;955,80;970,40;970,399;256078;248412806,2;3783
21-03-2022;989,20;990,00;993,60;996,00;984,00;991,20;990,114;72510;71793834,3;1602
18-03-2022;992,00;994,00;997,00;997,00;979,40;994,80;992,109;240553;238644573;3207
17-03-2022;984,80;985,00;972,80;991,40;971,00;991,40;986,148;180419;177908039,2;3605
16-03-2022;967,20;967,80;945,20;970,00;938,40;968,80;960,314;192521;184864807,3;4407
15-03-2022;931,40;932,00;917,80;934,40;911,80;930,80;927,405;128792;119436956,8;2758
14-03-2022;922,00;923,00;906,40;931,20;883,60;921,80;912,56;174025;158799604,7;3537
11-03-2022;905,40;906,20;925,40;928,20;899,20;907,20;908,601;310532;282152670,5;4902
10-03-2022;920,80;922,40;931,80;938,60;914,40;925,00;926,648;202643;187780686,5;3792
09-03-2022;928,00;928,80;937,60;943,60;912,00;928,00;924,171;299575;276838661,1;5223
08-03-2022;931,80;933,60;1007,00;1024,50;930,00;930,00;954,108;356994;340742236,3;5694
07-03-2022;1004,50;1006,00;976,20;1013,00;971,80;1006,00;998,259;266814;266349689,1;5518
04-03-2022;992,40;993,20;1013,00;1016,00;985,60;989,80;994,372;242372;241005589,6;4110
03-03-2022;1012,50;1014,00;1014,00;1028,00;1008,00;1013,00;1015,585;174809;177542831,5;3580
02-03-2022;1017,50;1019,00;1009,00;1033,00;1002,00;1012,50;1012,668;318995;323031013,5;5774
01-03-2022;1013,00;1013,50;954,60;1020,50;940,00;1018,50;1003,503;321549;322722228,75;6263
28-02-2022;1001,50;1004,50;943,40;1006,00;940,00;998,20;991,263;403952;400378870;6385
25-02-2022;949,60;950,40;934,60;953,20;925,20;948,20;943,928;250706;236634161,1;5326
24-02-2022;936,60;938,20;895,00;944,20;890,80;939,20;925,717;286767;265435410,2;4897
23-02-2022;926,60;928,40;920,40;934,40;918,60;929,00;928,055;115045;106767054,6;2363
22-02-2022;920,80;921,80;890,00;925,20;888,40;919,20;912,986;201352;183809949,7;3526
21-02-2022;903,80;905,00;911,20;916,40;894,00;903,60;902,157;101188;91291612,6;1859
18-02-2022;911,40;911,80;933,40;935,00;909,40;909,40;917,486;153935;141245535,8;3238
17-02-2022;925,00;925,80;940,00;944,00;921,20;927,80;933,249;123061;114862737,3;2532
16-02-2022;932,00;932,60;941,20;941,20;923,20;934,00;932,165;177476;165434002,6;3356
15-02-2022;935,20;935,80;917,20;935,80;917,20;933,60;930,31;218781;203525555,3;4329
14-02-2022;915,80;916,20;920,80;922,00;899,20;916,40;913,889;188707;172446498,7;4137
11-02-2022;931,00;932,00;945,00;945,00;923,40;929,20;931,392;147739;137608691;2750
10-02-2022;947,20;947,60;954,20;955,80;940,00;948,80;947,829;112161;106297912,8;2381
09-02-2022;946,40;947,00;938,00;957,20;938,00;947,60;949,037;117568;111580692,2;2658
08-02-2022;936,40;937,00;960,80;970,40;933,40;933,40;943,093;216359;204098368,7;4262
07-02-2022;957,40;958,20;959,00;971,20;943,40;960,00;957,896;154696;148183594,3;3667
04-02-2022;962,20;963,60;968,60;997,60;960,40;960,40;976,814;307659;300688227,5;6603
03-02-2022;958,80;959,60;970,80;980,60;957,40;957,40;969,891;249601;242113610,4;6422
02-02-2022;975,20;976,40;968,60;985,00;965,00;970,80;972,916;240288;233802029,9;3537
01-02-2022;969,00;969,40;962,60;976,60;959,80;971,00;969,564;200794;194673467,1;3523
31-01-2022;959,00;959,60;953,80;965,40;948,80;958,40;958,633;202063;193698733,8;3677
28-01-2022;947,20;948,00;939,20;954,20;928,20;944,60;943,996;217229;204925815,3;3146
27-01-2022;940,80;941,20;937,60;946,80;919,00;940,80;934,561;375786;351115740,2;5789
26-01-2022;953,80;954,80;954,00;957,40;936,00;952,00;948,684;212472;201564688,8;3941
25-01-2022;946,80;947,80;943,00;977,40;937,00;947,00;956,485;353428;338083232,7;6311
24-01-2022;939,00;939,80;961,80;966,40;929,00;939,40;945,173;217776;205882221,5;3942
